14:57:51.749 | INFO | BookommerceApplication: Starting BookommerceApplication using Java 21.0.3 with PID 16640 (C:\Users\PC\OneDrive\Desktop\bookommerce\resource-server\target\classes started by PC in C:\Users\PC\OneDrive\Desktop\bookommerce\resource-server)
14:58:02.939 | INFO | RepositoryConfigurationExtensionSupport: Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.bookommerce.resource_server.repository.RatingRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
14:58:02.957 | INFO | RepositoryConfigurationExtensionSupport: Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.bookommerce.resource_server.repository.RatingStatisticRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
14:58:03.051 | INFO | RepositoryConfigurationDelegate: Finished Spring Data repository scanning in 965 ms. Found 0 Redis repository interfaces.
14:58:06.080 | INFO | TomcatWebServer: Tomcat initialized with port 8383 (https)
14:58:06.115 | INFO | StandardService: Starting service [Tomcat]
14:58:06.119 | INFO | StandardEngine: Starting Servlet engine: [Apache Tomcat/10.1.50]
14:58:06.280 | INFO | [/]: Initializing Spring embedded WebApplicationContext
14:58:06.281 | INFO | ServletWebServerApplicationContext: Root WebApplicationContext: initialization completed in 14263 ms
14:58:06.822 | INFO | LogHelper: HHH000204: Processing PersistenceUnitInfo [name: default]
14:58:06.947 | INFO | Version: HHH000412: Hibernate ORM core version 6.6.39.Final
14:58:07.039 | INFO | RegionFactoryInitiator: HHH000026: Second-level cache disabled
14:58:09.313 | INFO | SpringPersistenceUnitInfo: No LoadTimeWeaver setup: ignoring JPA class transformer
14:58:09.403 | INFO | HikariDataSource: HikariPool-1 - Starting...
14:58:10.474 | INFO | HikariPool: HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@7847b1b0
14:58:10.478 | INFO | HikariDataSource: HikariPool-1 - Start completed.
14:58:10.604 | WARN | deprecation: HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
14:58:10.665 | INFO | pooling: HHH10001005: Database info:
	Database JDBC URL [Connecting through datasource 'HikariDataSource (HikariPool-1)']
	Database driver: undefined/unknown
	Database version: 8.0.44
	Autocommit mode: undefined/unknown
	Isolation level: undefined/unknown
	Minimum pool size: undefined/unknown
	Maximum pool size: undefined/unknown
14:58:16.602 | INFO | JtaPlatformInitiator: HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
14:58:16.948 | INFO | LocalContainerEntityManagerFactoryBean: Initialized JPA EntityManagerFactory for persistence unit 'default'
14:58:21.456 | INFO | EventConfig: Creating consumer group: [stream=user-events, group=user-group]
14:58:24.802 | WARN | EventConfig: BUSYGROUP Consumer Group name already exists
14:58:25.022 | INFO | EventConfig: Starting listener container: [stream=user-events, group=user-group]
14:58:26.239 | DEBUG | AuthenticationConfiguration$DefaultPasswordEncoderAuthenticationManagerBuilder: No authenticationProviders and no parentAuthenticationManager defined. Returning null.
14:58:26.909 | DEBUG | DefaultSecurityFilterChain: Will secure any request with filters: DisableEncodeUrlFilter, WebAsyncManagerIntegrationFilter, SecurityContextHolderFilter, HeaderWriterFilter, LogoutFilter, BearerTokenAuthenticationFilter, AuthenticationFilter, RequestCacheAwareFilter, SecurityContextHolderAwareRequestFilter, AnonymousAuthenticationFilter, SessionManagementFilter, ExceptionTranslationFilter, AuthorizationFilter
14:58:28.515 | WARN | OptionalLiveReloadServer: Unable to start LiveReload server
14:58:28.854 | INFO | certificate: Connector [https-jsse-nio-8383], TLS virtual host [_default_], certificate type [UNDEFINED] configured from keystore [Set directly - location unknown] using alias [bookommerce_ssl] with trust store [null]
14:58:28.898 | INFO | TomcatWebServer: Tomcat started on port 8383 (https) with context path '/'
14:58:28.941 | INFO | BookommerceApplication: Started BookommerceApplication in 39.195 seconds (process running for 43.594)
14:58:51.053 | INFO | [/]: Initializing Spring DispatcherServlet 'dispatcherServlet'
14:58:51.055 | INFO | DispatcherServlet: Initializing Servlet 'dispatcherServlet'
14:58:51.060 | INFO | DispatcherServlet: Completed initialization in 4 ms
14:58:51.131 | DEBUG | FilterChainProxy: Securing GET /api/books?page=0&size=10&sort=TITLE&order=ASC
14:58:51.131 | DEBUG | FilterChainProxy: Securing GET /api/genres
14:58:51.161 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
14:58:51.161 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
14:58:51.169 | DEBUG | FilterChainProxy: Secured GET /api/books?page=0&size=10&sort=TITLE&order=ASC
14:58:51.169 | DEBUG | FilterChainProxy: Secured GET /api/genres
14:58:52.697 | DEBUG | FilterChainProxy: Securing GET /images/books/8935212349208.jpg
14:58:52.698 | DEBUG | FilterChainProxy: Securing GET /images/books/4658760b-7502-4022-b337-9926fee60006.jpg
14:58:52.710 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
14:58:52.715 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
14:58:52.718 | DEBUG | FilterChainProxy: Secured GET /images/books/8935212349208.jpg
14:58:52.729 | DEBUG | FilterChainProxy: Secured GET /images/books/4658760b-7502-4022-b337-9926fee60006.jpg
14:58:52.797 | DEBUG | FilterChainProxy: Securing GET /images/books/8935212368209.jpg
14:58:52.814 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
14:58:52.854 | DEBUG | FilterChainProxy: Securing GET /images/books/z6667803014073_b09f06964c4371f4fd5d5a532a319742.jpg
14:58:52.897 | DEBUG | FilterChainProxy: Securing GET /images/books/8936213491361.jpg
14:58:52.838 | DEBUG | FilterChainProxy: Secured GET /images/books/8935212368209.jpg
14:58:52.913 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
14:58:52.914 | DEBUG | FilterChainProxy: Securing GET /images/books/8936213491866.jpg
14:58:52.915 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
14:58:52.918 | DEBUG | FilterChainProxy: Secured GET /images/books/z6667803014073_b09f06964c4371f4fd5d5a532a319742.jpg
14:58:52.922 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
14:58:52.927 | DEBUG | FilterChainProxy: Secured GET /images/books/8936213491361.jpg
14:58:52.937 | DEBUG | FilterChainProxy: Secured GET /images/books/8936213491866.jpg
14:58:53.079 | DEBUG | FilterChainProxy: Securing GET /images/books/image_217968.jpg
14:58:53.090 | DEBUG | FilterChainProxy: Securing GET /images/books/image_195509_1_30127_1.jpg
14:58:53.092 | DEBUG | FilterChainProxy: Securing GET /images/books/z6667802993996_444d1025739493a61e7c63ddfc8997fc.jpg
14:58:53.110 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
14:58:53.111 | DEBUG | FilterChainProxy: Securing GET /images/books/f3767a63-a769-4dc6-a0ad-5faf57cfeda2.jpg
14:58:53.113 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
14:58:53.131 | DEBUG | FilterChainProxy: Secured GET /images/books/image_195509_1_30127_1.jpg
14:58:53.128 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
14:58:53.129 | DEBUG | FilterChainProxy: Secured GET /images/books/image_217968.jpg
14:58:53.131 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
14:58:53.156 | DEBUG | FilterChainProxy: Secured GET /images/books/f3767a63-a769-4dc6-a0ad-5faf57cfeda2.jpg
14:58:53.141 | DEBUG | FilterChainProxy: Secured GET /images/books/z6667802993996_444d1025739493a61e7c63ddfc8997fc.jpg
14:59:27.381 | DEBUG | FilterChainProxy: Securing GET /api/books?page=0&size=10&sort=TITLE&order=ASC
14:59:27.384 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
14:59:27.385 | DEBUG | FilterChainProxy: Secured GET /api/books?page=0&size=10&sort=TITLE&order=ASC
14:59:27.394 | DEBUG | FilterChainProxy: Securing GET /api/genres
14:59:27.422 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
14:59:27.426 | DEBUG | FilterChainProxy: Secured GET /api/genres
14:59:28.012 | DEBUG | FilterChainProxy: Securing GET /images/books/8936213491361.jpg
14:59:28.014 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
14:59:28.016 | DEBUG | FilterChainProxy: Secured GET /images/books/8936213491361.jpg
14:59:28.056 | DEBUG | FilterChainProxy: Securing GET /images/books/8935212349208.jpg
14:59:28.069 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
14:59:28.077 | DEBUG | FilterChainProxy: Secured GET /images/books/8935212349208.jpg
14:59:28.080 | DEBUG | FilterChainProxy: Securing GET /images/books/4658760b-7502-4022-b337-9926fee60006.jpg
14:59:28.098 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
14:59:28.107 | DEBUG | FilterChainProxy: Secured GET /images/books/4658760b-7502-4022-b337-9926fee60006.jpg
14:59:28.119 | DEBUG | FilterChainProxy: Securing GET /images/books/8935212368209.jpg
14:59:28.141 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
14:59:28.147 | DEBUG | FilterChainProxy: Secured GET /images/books/8935212368209.jpg
14:59:28.185 | DEBUG | FilterChainProxy: Securing GET /images/books/8936213491866.jpg
14:59:28.205 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
14:59:28.207 | DEBUG | FilterChainProxy: Secured GET /images/books/8936213491866.jpg
14:59:28.225 | DEBUG | FilterChainProxy: Securing GET /images/books/image_195509_1_30127_1.jpg
14:59:28.256 | DEBUG | FilterChainProxy: Securing GET /images/books/z6667803014073_b09f06964c4371f4fd5d5a532a319742.jpg
14:59:28.267 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
14:59:28.272 | DEBUG | FilterChainProxy: Securing GET /images/books/f3767a63-a769-4dc6-a0ad-5faf57cfeda2.jpg
14:59:28.280 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
14:59:28.281 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
14:59:28.281 | DEBUG | FilterChainProxy: Secured GET /images/books/image_195509_1_30127_1.jpg
14:59:28.283 | DEBUG | FilterChainProxy: Secured GET /images/books/z6667803014073_b09f06964c4371f4fd5d5a532a319742.jpg
14:59:28.284 | DEBUG | FilterChainProxy: Secured GET /images/books/f3767a63-a769-4dc6-a0ad-5faf57cfeda2.jpg
14:59:28.322 | DEBUG | FilterChainProxy: Securing GET /images/books/image_217968.jpg
14:59:28.332 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
14:59:28.333 | DEBUG | FilterChainProxy: Securing GET /images/books/z6667802993996_444d1025739493a61e7c63ddfc8997fc.jpg
14:59:28.339 | DEBUG | FilterChainProxy: Secured GET /images/books/image_217968.jpg
14:59:28.342 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
14:59:28.352 | DEBUG | FilterChainProxy: Secured GET /images/books/z6667802993996_444d1025739493a61e7c63ddfc8997fc.jpg
15:06:29.963 | DEBUG | FilterChainProxy: Securing GET /api/books?page=0&size=10&sort=TITLE&order=ASC
15:06:29.963 | DEBUG | FilterChainProxy: Securing GET /api/genres
15:06:30.009 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:06:30.009 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:06:30.014 | DEBUG | FilterChainProxy: Secured GET /api/genres
15:06:30.014 | DEBUG | FilterChainProxy: Secured GET /api/books?page=0&size=10&sort=TITLE&order=ASC
15:06:32.044 | DEBUG | FilterChainProxy: Securing GET /images/books/4658760b-7502-4022-b337-9926fee60006.jpg
15:06:32.044 | DEBUG | FilterChainProxy: Securing GET /images/books/8936213491361.jpg
15:06:32.051 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:06:32.053 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:06:32.055 | DEBUG | FilterChainProxy: Secured GET /images/books/8936213491361.jpg
15:06:32.055 | DEBUG | FilterChainProxy: Secured GET /images/books/4658760b-7502-4022-b337-9926fee60006.jpg
15:06:32.102 | DEBUG | FilterChainProxy: Securing GET /images/books/8935212349208.jpg
15:06:32.104 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:06:32.107 | DEBUG | FilterChainProxy: Secured GET /images/books/8935212349208.jpg
15:06:32.147 | DEBUG | FilterChainProxy: Securing GET /images/books/8935212368209.jpg
15:06:32.147 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:06:32.148 | DEBUG | FilterChainProxy: Secured GET /images/books/8935212368209.jpg
15:06:32.164 | DEBUG | FilterChainProxy: Securing GET /images/books/8936213491866.jpg
15:06:32.164 | DEBUG | FilterChainProxy: Securing GET /images/books/image_195509_1_30127_1.jpg
15:06:32.166 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:06:32.166 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:06:32.170 | DEBUG | FilterChainProxy: Secured GET /images/books/8936213491866.jpg
15:06:32.171 | DEBUG | FilterChainProxy: Secured GET /images/books/image_195509_1_30127_1.jpg
15:06:32.217 | DEBUG | FilterChainProxy: Securing GET /images/books/z6667803014073_b09f06964c4371f4fd5d5a532a319742.jpg
15:06:32.217 | DEBUG | FilterChainProxy: Securing GET /images/books/image_217968.jpg
15:06:32.221 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:06:32.221 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:06:32.223 | DEBUG | FilterChainProxy: Secured GET /images/books/z6667803014073_b09f06964c4371f4fd5d5a532a319742.jpg
15:06:32.223 | DEBUG | FilterChainProxy: Secured GET /images/books/image_217968.jpg
15:06:32.225 | DEBUG | FilterChainProxy: Securing GET /images/books/z6667802993996_444d1025739493a61e7c63ddfc8997fc.jpg
15:06:32.226 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:06:32.227 | DEBUG | FilterChainProxy: Secured GET /images/books/z6667802993996_444d1025739493a61e7c63ddfc8997fc.jpg
15:06:32.278 | DEBUG | FilterChainProxy: Securing GET /images/books/f3767a63-a769-4dc6-a0ad-5faf57cfeda2.jpg
15:06:32.283 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:06:32.284 | DEBUG | FilterChainProxy: Secured GET /images/books/f3767a63-a769-4dc6-a0ad-5faf57cfeda2.jpg
15:08:36.054 | DEBUG | FilterChainProxy: Securing GET /api/genres
15:08:36.123 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:08:36.128 | DEBUG | FilterChainProxy: Secured GET /api/genres
15:09:19.216 | DEBUG | FilterChainProxy: Securing GET /api/books?page=0&size=10&sort=TITLE&order=ASC
15:09:19.231 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:09:19.232 | DEBUG | FilterChainProxy: Secured GET /api/books?page=0&size=10&sort=TITLE&order=ASC
15:10:40.430 | DEBUG | FilterChainProxy: Securing GET /api/books/45
15:10:40.482 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:10:40.484 | DEBUG | FilterChainProxy: Secured GET /api/books/45
15:10:42.714 | DEBUG | FilterChainProxy: Securing GET /images/books/4658760b-7502-4022-b337-9926fee60006.jpg
15:10:42.717 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:10:42.719 | DEBUG | FilterChainProxy: Secured GET /images/books/4658760b-7502-4022-b337-9926fee60006.jpg
15:10:57.376 | DEBUG | FilterChainProxy: Securing GET /api/genres
15:10:57.377 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:10:57.380 | DEBUG | FilterChainProxy: Secured GET /api/genres
15:10:57.443 | DEBUG | FilterChainProxy: Securing GET /api/books?page=0&size=10&sort=TITLE&order=ASC
15:10:57.444 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:10:57.445 | DEBUG | FilterChainProxy: Secured GET /api/books?page=0&size=10&sort=TITLE&order=ASC
15:10:57.556 | DEBUG | FilterChainProxy: Securing GET /images/books/4658760b-7502-4022-b337-9926fee60006.jpg
15:10:57.556 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:10:57.560 | DEBUG | FilterChainProxy: Secured GET /images/books/4658760b-7502-4022-b337-9926fee60006.jpg
15:10:57.740 | DEBUG | FilterChainProxy: Securing GET /images/books/8936213491361.jpg
15:10:57.745 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:10:57.747 | DEBUG | FilterChainProxy: Secured GET /images/books/8936213491361.jpg
15:10:57.750 | DEBUG | FilterChainProxy: Securing GET /images/books/8935212349208.jpg
15:10:57.755 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:10:57.756 | DEBUG | FilterChainProxy: Secured GET /images/books/8935212349208.jpg
15:10:57.796 | DEBUG | FilterChainProxy: Securing GET /images/books/image_195509_1_30127_1.jpg
15:10:57.797 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:10:57.802 | DEBUG | FilterChainProxy: Secured GET /images/books/image_195509_1_30127_1.jpg
15:10:57.799 | DEBUG | FilterChainProxy: Securing GET /images/books/f3767a63-a769-4dc6-a0ad-5faf57cfeda2.jpg
15:10:57.821 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:10:57.825 | DEBUG | FilterChainProxy: Secured GET /images/books/f3767a63-a769-4dc6-a0ad-5faf57cfeda2.jpg
15:10:57.830 | DEBUG | FilterChainProxy: Securing GET /images/books/8936213491866.jpg
15:10:57.832 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:10:57.834 | DEBUG | FilterChainProxy: Secured GET /images/books/8936213491866.jpg
15:10:57.868 | DEBUG | FilterChainProxy: Securing GET /images/books/image_217968.jpg
15:10:57.879 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:10:57.882 | DEBUG | FilterChainProxy: Secured GET /images/books/image_217968.jpg
15:10:57.884 | DEBUG | FilterChainProxy: Securing GET /images/books/8935212368209.jpg
15:10:57.908 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:10:57.933 | DEBUG | FilterChainProxy: Securing GET /images/books/z6667802993996_444d1025739493a61e7c63ddfc8997fc.jpg
15:10:57.935 | DEBUG | FilterChainProxy: Secured GET /images/books/8935212368209.jpg
15:10:57.947 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:10:57.959 | DEBUG | FilterChainProxy: Securing GET /images/books/z6667803014073_b09f06964c4371f4fd5d5a532a319742.jpg
15:10:57.958 | DEBUG | FilterChainProxy: Secured GET /images/books/z6667802993996_444d1025739493a61e7c63ddfc8997fc.jpg
15:10:57.961 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:10:57.962 | DEBUG | FilterChainProxy: Secured GET /images/books/z6667803014073_b09f06964c4371f4fd5d5a532a319742.jpg
15:17:21.029 | DEBUG | FilterChainProxy: Securing GET /api/books?size=10&page=1&sort=TITLE&order=ASC
15:17:21.037 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:17:21.037 | DEBUG | FilterChainProxy: Secured GET /api/books?size=10&page=1&sort=TITLE&order=ASC
15:17:21.322 | DEBUG | FilterChainProxy: Securing GET /images/books/image_195509_1_28289.jpg
15:17:21.325 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:17:21.333 | DEBUG | FilterChainProxy: Secured GET /images/books/image_195509_1_28289.jpg
15:17:21.357 | DEBUG | FilterChainProxy: Securing GET /images/books/image_195509_1_38340.jpg
15:17:21.359 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:17:21.365 | DEBUG | FilterChainProxy: Secured GET /images/books/image_195509_1_38340.jpg
15:17:21.399 | DEBUG | FilterChainProxy: Securing GET /images/books/280423-3.jpg
15:17:21.401 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:17:21.402 | DEBUG | FilterChainProxy: Secured GET /images/books/280423-3.jpg
15:17:21.403 | DEBUG | FilterChainProxy: Securing GET /images/books/bia-1_ngoanh-lai-da-mot-doi_3.jpg
15:17:21.408 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:17:21.409 | DEBUG | FilterChainProxy: Secured GET /images/books/bia-1_ngoanh-lai-da-mot-doi_3.jpg
15:17:21.423 | DEBUG | FilterChainProxy: Securing GET /images/books/image_195509_1_24750.jpg
15:17:21.424 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:17:21.425 | DEBUG | FilterChainProxy: Secured GET /images/books/image_195509_1_24750.jpg
15:17:21.469 | DEBUG | FilterChainProxy: Securing GET /images/books/180523-4.jpg
15:17:21.488 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:17:21.471 | DEBUG | FilterChainProxy: Securing GET /images/books/image_195509_1_14864.jpg
15:17:21.505 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:17:21.505 | DEBUG | FilterChainProxy: Secured GET /images/books/180523-4.jpg
15:17:21.507 | DEBUG | FilterChainProxy: Secured GET /images/books/image_195509_1_14864.jpg
15:17:21.538 | DEBUG | FilterChainProxy: Securing GET /images/books/8936213491873.jpg
15:17:21.542 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:17:21.545 | DEBUG | FilterChainProxy: Secured GET /images/books/8936213491873.jpg
15:17:21.602 | DEBUG | FilterChainProxy: Securing GET /images/books/2a478a9e-33e2-4350-b43d-dd009af0033a.jpg
15:17:21.604 | DEBUG | FilterChainProxy: Securing GET /images/books/cef924a2-426a-4bde-bf77-7f7e2b7a9507.jpg
15:17:21.605 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:17:21.605 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:17:21.605 | DEBUG | FilterChainProxy: Secured GET /images/books/cef924a2-426a-4bde-bf77-7f7e2b7a9507.jpg
15:17:21.605 | DEBUG | FilterChainProxy: Secured GET /images/books/2a478a9e-33e2-4350-b43d-dd009af0033a.jpg
15:17:21.809 | DEBUG | FilterChainProxy: Securing GET /error
15:17:21.811 | DEBUG | FilterChainProxy: Secured GET /error
15:17:21.948 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:17:59.073 | DEBUG | FilterChainProxy: Securing GET /api/books/45
15:17:59.075 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:17:59.077 | DEBUG | FilterChainProxy: Secured GET /api/books/45
15:17:59.181 | DEBUG | FilterChainProxy: Securing GET /images/books/4658760b-7502-4022-b337-9926fee60006.jpg
15:17:59.181 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:17:59.181 | DEBUG | FilterChainProxy: Secured GET /images/books/4658760b-7502-4022-b337-9926fee60006.jpg
15:21:42.067 | DEBUG | FilterChainProxy: Securing GET /api/books/45
15:21:42.120 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:21:42.127 | DEBUG | FilterChainProxy: Secured GET /api/books/45
